Elenorya - Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70330,1703337151.2769785,70330,1703337171.3239503,71461,1703339375.6717877,171102,1703970585.8065243,172049,1704134941.049447
Elenorya - Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44249,1703337657.4972832,44277,1703337744.5195599,44604,1703338285.9732876,45054,1703339181.1700637
Elenorya-Tunisia,126479,1703462491.882053,131901,1703623080.0319805,133433,1703672917.3029482,133924,1703673573.5440667,134159,1703674521.3530543,134593,1703675738.9589748,129836,1703712162.0535684,129519,1703853795.6573584,129624,1703854474.2895997,129881,1703856851.7785478,130247,1703859615.35369,130901,1703860629.5350227,131383,1703862236.4379675,132188,1703889534.8786478,133436,1703932421.0029018,136846,1703952994.4878035
